Domain,country,region,city,postcode,road,house_number,Addresses
bsp-if.com,[''],[''],[''],[''],['1473'],['830431'],"['44 (0)1473 830431', '0NL +44 (0)1473 830431', '0NL Tel: +44 (0)1473 830431']"
airtattoo.com,[],[],[],[],[],[],"['1176054', '1176054']"
nuplansurveys.com,[''],[''],['mobile'],['07970'],[''],[''],"['2QG Mobile 07970', '07862500']"
cspc.co.uk,[],[],[],[],[],[],"['0113 2750606', '0113 2750606']"
frostsgardencentres.co.uk,"['', '']","['', '']","['', '']","['01908', '01908']","['until', 'until']","['18 00', '17 30']","['09:00 until 18:00 01908', '09:00 until 17:30 01908']"
osadoorparts.co.uk,[''],[''],[''],['01928'],['580 fax'],['703'],"['3EZ Phone: 01928 703 580 Fax: 01928', '04267836']"
meguiars.co.uk,[],[],[],[],[],[],['8HT. Registered No: 04176862']
auduskitchens.co.uk,[''],[''],[''],['01276'],['0118'],['973 2929windlesham'],['670 197Wokingham: 0118 973 2929Windlesham: 01276']
sandbbuilders.co.uk,[''],[''],[''],[''],['597825'],['07881'],['07881 597825']
xclusivedecor.com,[''],[''],[''],[''],['0'],['161408'],"['2 SIDE TABLESREF: 201801', '713 AljubarrotaPortugalVAT Number: PT514983078', '2AB United KingdomVAT Number: GB105139547', '44 (0) 161408']"
w-co.co.uk,[],[],[],[],[],[],['4063394']
londonshootfighters.com,[''],[''],[''],[''],['call'],['02037309557'],['50 Classes per week DROP US A CALL 02037309557']
gews.co.uk,[''],[''],[''],[''],['771159 | 0800'],['3282801'],"['01766 771159 | 0800 3282801', '4364145 | V.A.T. No: 793738573']"
standardgroup.co.uk,"['', '', '', '']","['', '', '', '']","['', '', '', '']","['', '01536', '', '01536']","['machinery sales', 'accounts', 'machinery sales', 'accounts']","['01536', '486 103', '01536', '486 107']","['01536 517 070 Machinery Sales: 01536', '486 103 Accounts: 01536', '8TD 01536 517 070 Machinery Sales: 01536', '486 103 Spare Parts: 01536', '486 101 Machinery Service: 01536', '486 107 Accounts: 01536']"
london-ghost-tour.com,[],[],[],[],[],[],['442085308443']
telelease.com,"['', '']","['', '']","['', '']","['', '']","['580151', '580151']","['03300', '03300']","['03300 580151', '03300 580151', '8NN Company Number: 05004236']"
mobilepie.com,[],[],[],[],[],[],['2023 by Mobile Pie.Tel: +441179294138']
cgoecology.com,[''],[''],[''],[''],['798126'],['01202'],"['5QD, UK 01202 798126', '06532052']"
corporateentertainmentco.co.uk,"['', '', '', '']","['', '', '', '']","['', '', '', '']","['', '', '', '']","['760065', '760065', '760227', '760227']","['01825', '01825', '01825', '01825']","['01825 760065', '01825 760065', '1HB Tel: 01825 760065 Fax: 01825 760227', '3141365', '1HB Tel: 01825 760065 Fax: 01825 760227', '3141365']"
millwoodeducation.co.uk,[],[],[],[],[],[],"['250 01484868297', '01484868297']"
mjabbott.co.uk,[''],[''],[''],[''],['716361'],['01722'],"['5EB, UK Telephone: 01722 716361']"
digipress.co.uk,[],[],[],[],[],[],"['01792 456661', '0AG 01792 456661']"
enderlegard.com,[''],[''],['207 2524666'],[''],[''],['44'],"['0.0% is D22530', '44 207 2524666']"
whitecliffsvets.co.uk,[''],[''],[''],[''],['out of hours01304'],['414141 emergency01304'],"['414141 Out of hours01304 414141 Emergency01304', '07746795']"
woodlandadventurers.org,[],[],[],[],[],[],['08298466']
platipus-anchors.com,[''],[''],[''],[''],['1737'],['762300'],['40 YearsTel: +44 (0) 1737 762300']
metricell.com,[],[],[],[],[],[],['1403 251494Company Registration Number: 6052274']
pdq1.com,[''],[''],[''],[''],['730043'],['01753'],"['01753 730043', '16-23 £59.99 1 In Stock 302-90-10031', '0LX Tel: 01753 730043']"
stone-zone.uk,[],[],[],[],[],[],['2024 | Registration No: 4483982']
soulbrother.com,[''],[''],[''],['15233'],['soul'],['20'],['2020 (242) Pre Order (20) Soul (15233']
partydoctors.co.uk,"['', '']","['', '']","['', '']","['', '']","['866666', '866666']","['01732', '01732']","['01732 866666', '01732 866666']"
martinsfarmmarket.net,[''],[''],[''],[''],['15161718192021'],['22232425262728'],"['2024 4월 월 화 수 목 금 토 일 1234567 891011121314', '15161718192021 22232425262728']"
greentimber.com,[''],['va'],['chesapeake'],['23328'],[''],[''],"['0LX, UK Tel: +44 01279 725200', '15671, Chesapeake, VA 23328']"
pinehills.com,"['', '']","['ma', 'ma']","['plymouth', 'plymouth']","['02360', '02360']","['summerhouse drive •', 'summerhouse drive']","['33', '33']","['33 Summerhouse Drive • Plymouth, MA 02360', '33 Summerhouse Drive Plymouth, MA 02360']"
armchairmarketing.co.uk,"['', '', '']","['', '', '']","['', '', '']","['', '', '']","['879657', '879657', '879657']","['01604', '01604', '01604']","['01604 879657', '01604 879657', '01604 879657', '239577659 Company number: 10079278']"
allawayacoustics.co.uk,[''],[''],['tel'],['01992'],['queens road'],['1'],['1 Queens Road Hertford SG14 1EN Tel: 01992']
urbanescape.co.uk,"['', '', '']","['', '', '']","['', '', '']","['', '', '']","['424244', '424244', '424244']","['01484', '01484', '01484']","['01484 424244', '01484 424244', '1LNUnited KingdomCall: 01484 424244']"
royalacademyofculinaryarts.org.uk,['gb'],[''],['vat'],['503338869'],[''],[''],['09242241 Vat No: GB 503338869']
ukindustrialflooring.co.uk,[''],[''],[''],[''],['790186'],['01978'],"['01978 790186', '2SPPhone: 01978']"
wardblawg.com,[],[],[],[],[],[],"['0 + blog posts published 10000', '0 + blog posts published 10000']"
deborahedwardsdesign.co.uk,"['', '']","['', '']","['', '']","['07968', '']","['2030', '2030']","['9664', '9664 // 07968']","['029 2030 9664 07968', '029 2030 9664 // 07968']"
zavvi.es,"['', '']","['', '']","['', '']","['42146', '42146']","['set', 'set']","['13000', '13000']","['911 Collectable Model (10295', '911 Collectable Model (10295', '2-2023 (21060', '2-2023 (21060', '13000 Set 42146', '13000 Set 42146']"
icamarchive.co.uk,[''],[''],[''],[''],['1538'],['373526'],['44 (0)1538 373526']
destinationbasingstoke.co.uk,"['', '', '', '', '', '']","['', '', '', '', '', '']","['', '', '', '', '', '']","['1777727943227130015', '1777727307198697941', '1777726703168540896', '1777709112404385942', '1777707677499494756', '1775184419973640502']","['twitter', 'twitter', 'twitter', 'twitter', 'twitter', 'twitter']","['2', '1', '0', '4', '3', '1']","['9 Apr 1777727943227130015', '1777727943227130015', '1777727943227130015', '0 Like on Twitter 1777727943227130015', '2 Twitter 1777727943227130015', '9 Apr 1777727307198697941', '1777727307198697941', '1777727307198697941', '0 Like on Twitter 1777727307198697941', '1 Twitter 1777727307198697941', '9 Apr 1777726703168540896', '1777726703168540896', '1777726703168540896', '0 Like on Twitter 1777726703168540896', '0 Twitter 1777726703168540896', '9 Apr 1777709112404385942', '1777709112404385942', '1777709112404385942', '0 Like on Twitter 1777709112404385942', '4 Twitter 1777709112404385942', '9 Apr 1777707677499494756', '1777707677499494756', '1777707677499494756', '0 Like on Twitter 1777707677499494756', '3 Twitter 1777707677499494756', '2 Apr 1775184419973640502', '1775184419973640502', '1775184419973640502', '0 Like on Twitter 1775184419973640502', '1 Twitter 1775184419973640502', '04789569']"
butlerrose.com,"['', '']","['', '']","['', '']","['45000', '28000']","['£', '£']","['24000', '22000']","['24000 - £45000', '22000 - £28000', '44000.00 - £55000', '08968041']"
swaleviewpark.co.uk,"['', '']","['', '']","['', '']","['', '']","['823106', '823106']","['01748', '01748']","['01748 823106', '01748 823106']"
thompsonbrothers.net,[],[],[],[],[],[],['09850559']
arabartsfestival.com,[],[],[],[],[],[],['07184925 Charity Number: 1136384']
psychosynthesis.org,[],[],[],[],[],[],['01489186']
qxlva.com,[''],[''],[''],[''],['1249'],['751000'],['44 (0)1249 751000']
holdsworthchocolates.co.uk,[],[],[],[],[],[],['1GT01629']
trentvineyard.org,[],[],[],[],[],[],['3018774 Charity No. 1044369 VAT No. 244309911']
adboards.com,[],[],[],[],[],[],['2TE Phone 01204']
dentalmarketingexpert.co.uk,"['', '']","['', '']","['', '']","['', '']","['626398', 'no 123470541']","['01767', 'no 07739295vat']","['01767 626398', '1LRCompany No: 07739295VAT No: 123470541']"
codelife.org,[''],[''],[''],[''],['452483'],['01246'],['3XD T: (01246) 452483']
theheavenlycakecompany.co.uk,[''],[''],['london'],['se8 4jh 36163'],['brookmill road'],['139'],"['07459661594', '07459661594', '06497049', '139 Brookmill Road, London SE8 4JH 36163']"
blubambu.co.uk,[],[],[],[],[],[],['42df-8238-3620c01fa21b-1712974373']
srgtalent.com,[''],[''],[''],[''],['â£40000'],['35000'],['35000 - Â£40000']
edwardbulmerpaint.co.uk,[],[],[],[],[],[],['11061886']
bigfinish.com,[],[],[],[],[],[],['9UL Sales/Mail Order Telephone +44 1628 824102']
dmb.uk.com,[''],[''],[''],[''],['1707887 8027'],['26'],"['6420823 | VAT no: 928 5060 1707887 802726', '6420823']"
flysoftware.com,[],[],[],[],[],[],['06526124']
animalstory.co.uk,[],[],[],[],[],[],['07736846575']
imajica.com,[],[],[],[],[],[],['0DS Contact +44 (0)1224 443595']
ers.com,[],[],[],[],[],[],['00426475']
entrustit.co.uk,[''],['ma'],['boston'],['02108'],[''],['2600'],"['2600, Boston, MA 02108']"
redbluemechanical.co.uk,[''],[''],[''],[''],['203085'],['01344'],['01344 203085']
pyemotors.co.uk,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']","['', '', '', '', '', '', '']","['01229', '', '', '', '01524', '', '']","['parts', '816800', '816800', '598598', '598641 parts', '847962', 'reg. no. 153686543']","['842323', '01539', '01539', '01524 598598 service 01524', '01524', '01524', '']","['01229 842323 Service: 01229 842323 Parts: 01229', '842323 Call Pye Motors Kendal Sales: 01539 816800', '01539 816800 Parts: 01539 816800', '01524 598598 Service: 01524 598598', '01524 598659 Hire: 01524 598641 Parts: 01524', '01524 847962', '204727VAT Reg. No. 153686543']"
conisboroughcollege.co.uk,[''],[''],[''],[''],['charity'],['no. 1016538'],"['00018582. Charity No. 313999', '2780748. Charity No. 1016538', '4439859']"
dpdlocal.co.uk,[],[],[],[],[],[],['01421773']
marlboroughhousetherapycentre.co.uk,"['', '']","['', '']","['', 'taunton']","['01823', '272227']","['272', 'middle street']","['227', '1']","['01823 272 227 Appointments - 01823', '1 Middle Street, Taunton TA1 1SH 01823 272227', '097765711']"
inoutsolutions.co.uk,[''],[''],['leeds'],['ls12 6ez 07525644066'],['whitehall road'],['199'],"['07525644066', '199 Whitehall Road, Leeds, LS12 6EZ 07525644066']"
pandr.online,"['', '', '']","['', '', '']","['', '', '']","['', '', '']","['822444', '822444', '822444']","['01302', '01302', '01302']","['10am - 6pm Saturday 10am - 4pm 01302 822444', '0) (0) 01302 822444', '10am - 6pm Saturday 10am - 4pm 01302 822444']"
pier64.co.uk,[],[],[],[],[],[],"['30 มีนาคม 202430', '29 มกราคม 20234', '15 มกราคม 20234', '13 พฤศจิกายน 20227', '12 ตุลาคม 202212']"
brickweb.co.uk,[],[],[],[],[],[],['04599343']
lincolnhotel.co.uk,"['', '']","['', '']","['', '']","['', '']","['395558', '395558']","['02920', '02920']","['02920 395558', '02920 395558']"
whiltonmill.co.uk,"['', '']","['', '']","['', '']","['', '']","['843822', '843822']","['01327', '01327']","['01327 843822', '01327 843822']"
thermometersdirect.co.uk,[],[],[],[],[],[],['01252 341000']
affinitywater.co.uk,[],[],[],[],[],[],['02546950']
architecturalplants.com,[''],[''],[''],[''],['879213'],['01798'],['01798 879213']
pelicanprocurement.co.uk,[],[],[],[],[],[],"['01252 705200', '2367432']"
thevoipshop.co.uk,"['', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '']","['01224', '01225', '01273', '01223', '01228', '01865', '01452', '01908', '01392', '01522', '01473']","['glasgow area code', 'nottingham area code', 'belfast area code', 'bristol area code', 'canterbury area code', 'reading area code', 'thetford area code', 'norwich area code', 'sheffield area code', 'middlesbrough area code', 'southampton area code']","['0141', '0115', '028', '0117', '01227', '0118', '01842', '01603', '0114', '01642', '023']","['01162438426', '0141 Glasgow area code 01224', '0115 Nottingham area code 01225', '028 Belfast area code 01273', '0117 Bristol area code 01223', '01227 Canterbury area code 01228', '0118 Reading area code 01865', '01842 Thetford area code 01452', '01603 Norwich area code 01908', '0114 Sheffield area code 01392', '01642 Middlesbrough area code 01522', '023 Southampton area code 01473', '0116 2438426', '02038877388']"
flowtech.org.uk,[],[],[],[],[],[],['05125479']
consysequip.com,"['', '', '']","['', '', '']","['', '', '']","['', '', '01628']","['529448', '529448', 'email protected tel']","['01628', '01628', '']","['01628 529448', '01628 529448', '0PE; Email : [email protected];Tel : 01628', '7507713']"
appliancerepairmanchester.co.uk,[],[],[],[],[],[],"['2024 Came out within two hours of call 305769', '07531907']"
classicbikepartscheshire.com,[],[],[],[],[],[],"['01270 520139', '01270 520139', '7PXCompany Registration Number 5955811', '924621925']"
eggarforresterinsurance.com,[],[],[],[],[],[],"['5DE. Registered in England, No. 4908667']"
barts-choir.com,[],[],[],[],[],[],['1197538']
oakover.co.uk,[''],[''],[''],[''],['620125'],['01934'],['1DA 01934 620125']
albany-pumps.co.uk,[''],[''],[''],[''],['1594'],['842275'],['44 (0) 1594 842275']
zendrillscaffolding.co.uk,"['', '']","['', '']","['', '']","['', '']","['268880', '548471']","['01634', '07876']","['01634 268880', '01634 268880 please contact Lewis on Mob 07769', '221449 please contact Ben on Mob 07876 548471']"
alto-marketing.com,[],[],[],[],[],[],"['2024 Alto Marketing, Company No. 04403848']"
noisegatemedia.com,"['', '']","['', '']","['', '']","['', '']","['330135', '330135']","['01926', '01926']","['01926 330135', '6TH T: 01926 330135']"
snsg.co.uk,"['', '', '', '', '', '']","['', '', '', '', '', '']","['', '', '', '', '', '']","['492022', '512022', '432022', '092023', '072023', '052023']","['15', '15', '15', '16', '16', '16']","['52', '50', '48', '16', '10', '00']","['10-24 15:52:492022', '10-24 15:50:512022', '10-24 15:48:432022', '07-13 16:16:092023', '07-13 16:10:072023', '07-13 16:00:052023', '4875070']"
fisu.org,[],[],[],[],[],[],['1061185']
chestnutcaregloucester.co.uk,[''],[''],[''],[''],['424228'],['07807'],['07807 424228']
emmamcneil.co.uk,"['', '']","['', '']","['', '']","['', '']","['7985', '7985']","['490246', '490246']","['44 (0) 7985 490246', '44 (0) 7985 490246']"
grand-union.org.uk,[],[],[],[],[],[],['1184473']
balconyshirts.co.uk,"['', '', '']","['', '', '']","['', '', '']","['', '', '']","['239111', '239111', '239111']","['01895', '01895', '01895']","['01895 239111', '9am and 5pm. 01895 239111', '01895 239111']"
pfponline.com,[],[],[],[],[],[],['4070987']
pmkcivilengineering.com,[''],[''],[''],['18001'],['iso 14001 and ohsas'],['9001'],"['9001, ISO 14001 and OHSAS 18001']"
mailsure-it.com,[''],[''],[''],[''],"['1,0001']",['12'],"['1,00021', '1,0001 - 12 months$0 (0%)$1,00013', '24 months$100 (10%)$1,00025', '36 months$200 (20%)$1,00037', '1,00021']"
rndcore.com,[],[],[],[],[],[],['7663306']
wrssolutions.com,"['', '']","['', '']","['', '']","['', '']","['640042', '588773']","['01709', '01709']","['01709 640042', '01709 588773']"
praestoconsulting.com,[],[],[],[],[],[],"['10919925', '06367081']"
class.agency,[],[],[],[],[],[],['06783153']
bakers-solicitors.com,[''],[''],[''],[''],['767495'],['01298'],['0161 804 04 70 (Manchester) 01298 767495']
ihc-uk.com,"['', '']","['', '']","['', '']","['', '']","['449000', '440099']","['01323', '01323']","['01323 449000', '3JU Contact Us T 01323 449000 F 01323 440099']"
oakleyproperty.com,"['', '', '', '', '', '']","['', '', '', '', '', '']","['t', 't', 't', 'brighton', '', 'lewes']","['01273', '01273', '01273', '01273', '01273', '01273']","['foundry street', 'foundry street', 'foundry street', 't', '5wb t', 't']","['30-31', '30-31', '30-31', '3-6', '', '14a']","['18,400 sq ftContact James Hamblyn: 01273', '30‑31 Foundry Street Brighton, BN1 4AT T 01273', '30‑31 Foundry Street Brighton, BN1 4AT T 01273', '30‑31 Foundry Street Brighton, BN1 4AT T 01273', '3-6 North Road Brighton, BN1 1YA T 01273', '5WB T 01273', '14a High Street Lewes, BN7 2LN T 01273']"
nicheworks.co.uk,[''],[''],[''],[''],['605674'],['07900'],['07900 605674']
spettro.net,[],[],[],[],[],[],['0800 1522640']
rfs.org.uk,[],[],[],[],[],[],['5306975']
sk-design.co.uk,[],[],[],[],[],[],['01924 835600 M: 07767 774257']
longhornbeef.co.uk,[''],[''],[''],[''],['351939 office or 01743'],['362979'],['01743 351939 (office) or 01743 362979']
kabi.co.uk,[''],[''],[''],[''],['488124'],['01582'],"['8EF - Phone 01582 483698 - Fax 01582 488124', '03044080']"
shutterworld.co.uk,[],[],[],[],[],[],['08707545300']
buildersinbristol.net,"['', '']","['', '']","['', '']","['07966', '']","['mobile', '202180']","['117', '07966']","['01454 317 117 Mobile: 07966', '07966 202180']"
pacheshamgolf.co.uk,"['', '']","['', '']","['', '']","['', '']","['843453', '843453']","['01372', '01372']","['01372 843453', '0BP Telephone: 01372 843453']"
pe-systems.co.uk,[''],[''],[''],[''],['260330'],['01942'],"['01942 260330', '02117413', '01942 670100']"
weddingmakeupandhair.com,[],[],[],[],[],[],['07720 300062']
mse-uk.com,[''],[''],[''],[''],['582730'],['01527'],"['01527 582730', '6AN.01527 582730']"
surreysoftplayhire.com,"['', '']","['', '']","['', '']","['', '']","['745532', 'call now07592']","['07592', '745532']","['07592 745532', '15.00 Per Day Call Now07592 745532']"
iccopr.com,"['', '', '', '', '', '']","['', '', '', '', '', '']","['', '', '', '', '', '']","['1777999969586229305', '1777999969586229305', '1777675931831661004', '1777337207495205123', '1776312477027909740', '1775961537108209903']","['10 apr', 'twitter', 'twitter', 'twitter', 'twitter', 'twitter']","['', '4', '1', '3', '1', '89']","['10 Apr 1777999969586229305', '1777999969586229305', '1777999969586229305', '1 Like on Twitter 1777999969586229305', '4 Twitter 1777999969586229305', '9 Apr 1777675931831661004', '2024/ Reply on Twitter 1777675931831661004', '1777675931831661004', '1 Like on Twitter 1777675931831661004', '1 Twitter 1777675931831661004', '8 Apr 1777337207495205123', '1777337207495205123', '1777337207495205123', '2 Like on Twitter 1777337207495205123', '3 Twitter 1777337207495205123', '5 Apr 1776312477027909740', '1776312477027909740', '1776312477027909740', '0 Like on Twitter 1776312477027909740', '1 Twitter 1776312477027909740', '4 Apr 1775961537108209903', '1775961537108209903', '1775961537108209903', '53 Like on Twitter 1775961537108209903', '89 Twitter 1775961537108209903']"
firstrecruitmentgroup.com,"['', '', '', '', '', '', '']","['', '', '', '', '', '', '']","['', '', '', '', '', '', 'singapore']","['', '', '', '', '', '', '049319']","['1925', 'fax +44 (0)1925 907001', '1925', 'tel +233 (0)303933264', '0', '0', 'collyer quay #23-01']","['907000', '000', '907000', '0854', '302770492', '721548542', '20']","['44 (0)1925 907000', '7QU 01925 907 000 Fax: +44 (0)1925 907001', '44 (0)1925 907000', '0854 Tel: +233 (0)303933264', '233 (0)302770492', '254 (0)721548542', '20 Collyer Quay, #23-01 Singapore 049319']"
thehungerproject.org.uk,[],[],[],[],[],[],"['1164839', '9583057']"
doglawsos.co.uk,[],[],[],[],[],[],['2HQ. Company Registration Number 06983617']
clogau.co.uk,[],[],[],[],[],[],"['4371-B930-329E55A30A92 American Express 84E94519', '2889CBED-AA56-46CB-B42F-BEE79D906855', '2146156', '4443144341']"
ivfbioscience.com,[],[],[],[],[],[],['07121405']
shiresequestrian.com,[''],[''],[''],[''],['613600'],['01568'],['01568 613600']
hoteliona.co.uk,"['', '']","['', '']","['', '']","['', '']","['294918', '294918']","['01803', '01803']","['5BDTel: 01803 294918', '01803 294918']"
deversoftware.com,"['', '', '', '']","['', '', '', '']","['', '', '', '']","['', '', '', '']","['1962', '1962', '1962', '1962']","['774237', '774237', '774237', '774237']","['44 (0) 1962 774237', '44 (0) 1962 774237', '44 (0) 1962 774237', '44 (0) 1962 774237']"
citycollegeoxford.co.uk,"['united kingdom +44 1865 792444', '', '', '']","['', '', '', '']","['1ez', '', '', '']","['', '', '', '']","['', '00447599909996', '971 6724242', '971 5671823']","['', '00447599909996', '5', '93']","['441865792444', '1EZ, United Kingdom +44 1865 792444', '00447599909996 00447599909996', '00 971 67242425 00 971 67242425', '00 971 567182393', '441865792444']"
dizzysquirrel.com,[],[],[],[],[],[],['08289439']
tri-sphere.co.uk,[''],[''],[''],[''],['1785'],['282864'],['44 (0) 1785 282864']
laplacesolutions.com,"['', '']","['', '']","['', '']","['', '']","['255,255,0.01 #striped-custom-6619ea6226679', '255,255,0.01 #striped-custom-6619ea6228213']","['', '']","['6619ea6226679', '6619ea6226679', '255,255,0.01) } #striped-custom-6619ea6226679', '6619ea6228213', '6619ea6228213', '255,255,0.01) } #striped-custom-6619ea6228213', '1811584']"
desynit.com,[],[],[],[],[],[],['0DD Registered in England & Wales no. 06200416']
navitassafety.com,[],[],[],[],[],[],['08861678']
lakesanddales.coop,[],[],[],[],[],[],['27872572']
diskingcomputers.com,"['', '', '', '']","['', '', '', '']","['', '', '', '']","['', '', '', '770077']","['978004', '774848', '774877', '7eusales@disking.co.uktel']","['01252', '01730', '01730', '01428']","['01243 978888 Disking Farnham 01252 978004', '01428 770077 Disking Midhurst 01730 774848', '01428 770061 Disking Petersfield 01730 774877', '7EUsales@disking.co.ukTel: 01428 770077']"
pfsc.co.uk,"['', '']","['', '']","['', '']","['', '']","['account', 'account']","['80-11-00', '80-11-00']","['80-11-00 Account number: 00398105', '80-11-00 Account number: 00398105']"
wjec.co.uk,[''],[''],[''],[''],"['level legacy "" ""']",['214101'],"['0,""openInNewTab"":false,""qualCodes"":[""601396', '0,""openInNewTab"":false,""qualCodes"":[""964004', '221101 AS Cash In"",""321101', '0,""openInNewTab"":false,""qualCodes"":[""951001', '0,""openInNewTab"":false,""qualCodes"":[""950003', '314101 A Level (Legacy)"",""214101', '0,""openInNewTab"":false,""qualCodes"":[""964001', '0,""openInNewTab"":false,""qualCodes"":[""964002', '0,""openInNewTab"":false,""qualCodes"":[""964003', '0,""openInNewTab"":false,""qualCodes"":[""955001']"
blackheathproducts.co.uk,[''],[''],[''],[''],['registered in england'],['597879'],['2024 Registered in England 597879']
brunsdonfinancial.co.uk,[],[],[],[],[],[],['9am-5pm 01452']
gunrepair.co.uk,[''],[''],[''],[''],['854639'],['01923'],"['01923 854639', '7HP | 01923 854639']"
monarch-equestrian.co.uk,"['', '', '', '']","['', '', '', '']","['', '', '', '']","['', '', '', '']","['605566', '605566', '605566', '605566']","['01902', '01902', '01902', '01902']","['01902 605566', '01902 605566', '01902 605566', '1QT 01902 605566']"
lawnturfnottingham.com,"['', '']","['', '']","['', '']","['', '07974']","['636 752 0797', 'mobile']","['4', '752']","['01159 636 752 07974', '6UD Telephone: 01159 636 752 Mobile: 07974']"
ashford.gov.uk,[],[],[],[],[],[],['01233 331111']
paintball-worcester.co.uk,[],[],[],[],[],[],['8ERUK registered company Nr: 11456553']
mirabellabeautysalon.co.uk,"['', '']","['', '']","['', '']","['', '']","['348488', '348488']","['01245', '01245']","['01245 348488', '0LDMirabella Beauty Salon 01245 348488']"
aclautomotive.co.uk,[],[],[],[],[],[],['06296885']
worthing-coaches.co.uk,[],[],[],[],[],[],"['8UA Tel No: 01903 505805', '1313045']"
clarity4d.com,"['', '']","['', '']","['', '']","['', '']","['1780', '1780']","['767873', '767873']","['44 (0)1780 767873', '44 (0)1780 767873']"
howe-engineering.co.uk,[''],[''],[''],['01763'],['7-seater people-carriers.'],[''],"['7-seater people-carriers. 01763', '0DY | Tel: 01763 289521']"
jkwlaw.com,"['', '']","['', '']","['mobile', '']","['07870', '']","['693', '7870']","['3827++ 44', '676582']","['0203 693 3827++ 44 203 693 3827 Mobile:07870', '676582++ 44 7870 676582']"
irishmethodist.org,[''],[''],[''],[''],['ni no. 20000578'],['108435'],['108435 (NI) No. 20000578']
fernwoodcommercials.co.uk,[''],[''],[''],['07717'],['john'],['07919 557555'],['01708 868741 Stuart: 07919 557555 John: 07717']
blakeleysofbrighouse.co.uk,[''],[''],['brighouse'],['01484'],['t'],['1'],['1 Canal Street Brighouse HD6 1JX T 01484']
rosalindwhitephotography.com,[''],[''],[''],[''],['982389'],['07900'],['07900 982389']
veritekglobal.com,"['', '', '']","['', '', '']","['', '', '']","['500200', '500200', '500200']","['0', '0', '0']","['1323', '1323', '1323']","['44 (0)1323 500200', '44 (0)1323 500200', '44 (0)1323 500200']"
signseen.co.uk,[''],[''],['guildford'],['01483'],[''],[''],"['7WAOffice Guildford, (01483']"
allianceleisure.co.uk,[],[],[],[],[],[],['4AQ Tel: 01454 877558']
optionschelmsford.com,[''],[''],[''],[''],['491434'],['01245'],['1SY 01245 491434']
llanhillethinstitute.com,[],[],[],[],[],[],"['01495 400204', '2024 Charity Registration Number: 1128924', '6056945']"
horsematshop.co.uk,"['', '']","['', '']","['', '']","['', '']","['886929 +44(0)1787 886929', '1787']","['01787', '886929']","['01787 886929 +44(0)1787 886929', '44(0)1787 886929']"
kingfishershopping.co.uk,[],[],[],[],[],[],['4HJ 01527405800']
polarisagency.com,[],[],[],[],[],[],['09361252']
foamtechniques.co.uk,[],[],[],[],[],[],['02078810']
pupilrewardpoints.co.uk,[''],[''],[''],[''],['vat no. 123690523'],['07659874'],['07659874. VAT No. 123690523']
etc-inter.net,[],[],[],[],[],[],['2534867']
thesummitclinic.co.uk,"['', '', '', '']","['', 'or', '', '']","['', '', 'ico', '']","['07775', '07775', '', '07775']","['993', '993 6115', 'reg no. z230043', '993']","['6115mobile', '0207', '06725933', '6115mobile']","['0207 993 6115Mobile: 07775', '0207 993 6115 or 07775', '06725933. ICO Reg No. Z230043', '0207 993 6115Mobile: 07775']"
lktelectricalservices.com,[''],[''],[''],[''],['reg. no. 06224476'],[''],['927730117 | Company Reg. No. 06224476']
brunelcare.org.uk,[],[],[],[],[],[],"['08:30 – 16:30 Registered charity no: 201555', '579008632']"
pyedesign.com,"['', '']","['', '']","['', '']","['', '07789']","['691917', '218']","['07789', '3817m']","['0121 218 3817 M: 07789 691917', '0121 218 3817M: 07789']"
williamloughran.co.uk,"['', '']","['', '']","['', '']","['', '']","['613114', 'all rights reserved. +44 (0)1772 613114']","['01772', '2019']","['01772 613114', '2019. All rights reserved. +44 (0)1772 613114']"
workbooks.com,[],[],[],[],[],[],['6393851']
coxhire.co.uk,[''],[''],[''],[''],['399500'],['01384'],"['01384 399500', '2024 Registered in England and Wales: 461924']"
poppycottages.co.uk,"['', '']","['', '']","['', '']","['', '']","['640885', '640885']","['07841', '07841']","['01756 792874 07841 640885', '3BY 01756 792874 07841 640885']"
depaulfrance.org,[''],[''],[''],['75015'],['rue des périchaux'],['41'],['2024 DEPAUL FRANCE 41 rue des Périchaux 75015']
albaamicorum.com,[],[],[],[],[],[],"['1134/4806/files/megamenu-manray.jpg?v=1672770770', '1134/4806/files/megamenu-photo.jpg?v=1672770770', '1134/4806/files/intonations-mega.jpg?v=1672771299', '1/1134/4806/files/mega-movies.jpg?v=1672770770', '1.webp?v=1709924051', '1/1134/4806/files/mega-movies.jpg?v=1672770770', '4806/files/mega-image-gallery.jpg?v=1672770770', '1134/4806/files/mega-lookbooks.jpg?v=1672770770', '06996948']"
sonaspection.com,[],[],[],[],[],[],['44 1524 34991']
nationalplastics.co.uk,[],[],[],[],[],[],['1268689']
jennieden.com,"['', '']","['', '']","['', '']","['', '']","['632995', '632995']","['01423', '01423']","['01423 632995', '0LZ Contact \uf095 01423 632995 \uf095 01423 632995']"
garringtoneast.co.uk,"['', '']","['', '']","['', '']","['', '']","['1223', '1223']","['858310', '858310']","['44 (0) 1223 858310', '44 (0) 1223 858310']"
poweredbypie.co.uk,[],[],[],[],[],[],"['6029390', '0TD. VAT registration number 897481753']"
